Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
276786,B000EPMP1S,AF4ROUWGVBJ21,"\"Walter E. Carter Jr. \"\"Vardøgr-doppelgänger\"\"\"",2,2,5,1171843200,Bachelor food,"Best two dollar, two minute meal I've ever had. Wonderfully spicy. Probably not for tame tongues."
276791,B000EPMP1S,A2MUGFV2TDQ47K,"\"Lynrie \"\"Oh HELL no\"\"\"",0,0,4,1298764800,"Quick, Tasty Change of Pace","It's quick, convenient, storage friendly, and quite good when it comes to quality and taste. Wonderful to have in the pantry when snowed in OR when the budget takes a hit. At less than 2 bucks a box via Manager's Special, 2 minutes in the microwave  it's tasty and very good. It would be better if there were more vegetables.<br /><br />Will it take the place of my favorite Thai Restaurant? NO, but it will hold me over until the budget includes dining out. I don't feel deprived in the meantime :)"
276797,B0000DCXFW,AQFIH82DRPMW,Patrick O'Brien,2,3,5,1068940800,My Favorite Pesto,"Pesto Genovese is, without a doubt, my favorite pesto.  My family and I eat it on capelli d'angeli at least once every week.  We add a salad and a loaf of crusty Italian bread and the meal is simple but delicious beyond compare.<p>This brand of Pesto Genovese is one of my alltime favorites.  So many times, Peste Genovese can be too oily, covering up the taste of the basil and the pine nuts.  Not so with this pesto.  Every ingredient seems to be perfectly balanced so you get the freshest, most flavorful Pesto Genovese available.  The taste of the basil and the pine nuts is delicate, but so exquisite.<p>If you like Pesto Genovese or just want a change from more &quot;traditional&quot; tomato sauces, I urge you to give this pesto a try.  I don't think you can go wrong."
276823,B001BOVDNC,A2IMZ4Q7WN6435,DAL,3,3,5,1211155200,Such healthy dogs...,"I discovered this brand in July 2007.  My two terriers were always prone to digestive problems - gas, vomiting, diahrhea.  They both had asthma, allergies and chronic ear infections.  My vet told me that is just how the breed is and I spent thousands of dollars on vet treatments.  I felt so sad for my dogs, I began exploring health options on my own.  After much research, I found that nutrition can cause and cure many health ailments, including all those my dogs had.<br /><br />I researched a variety of brands, and began buying Wellness Lite - within a few weeks, my dogs were both healthier than ever.  It has now been 10 months and we've had no more health problems whatsoever - my only regret is that I did not find this brand sooner!"
276849,B006392M7Q,A1QO97SJX0BC3R,"\"Eddie Dennison \"\"Jrdenn\"\"\"",1,1,2,1344384000,Not for me,"Wow! This really hurts me to do this, but I have to give this syrup the lowest review it has gotten yet. This was my first time ordering  Hidden Springs Vermont Maple Syrup, and I did so because the other brands weren't available in the 1 Half Gallon variety. I wanted to go with 1 Half Gallon this time because I go through the 32 oz. containers too quick and the Hidden Springs Maple Syrup also saved me money by buying it in bulk. Now to the bad part, I usually purchase either the Coombs Family Farms or Highland Sugarworks brands of maple syrup and I love their taste; it was a bitter disappointment when I first tasted the Hidden Springs Maple Syrup and realized I'd made a huge mistake.<br /><br />I do not cook with these syrups, I use them for one thing and one thing only -- pancakes, waffles, or French-Toast. The aforementioned brands I usually purchase are awesome on my breakfast products, but the Hidden Springs Maple Syrup had a very funny off-putting taste that made it impossible to enjoy my breakfast. Don't get me wrong, it isn't nasty, but in comparison to Coombs or Highlands it is terrible.<br /><br />Unfortunately, I feel like I wasted $36 on maple syrup, as I now have about 60 oz. of Hidden Springs Maple Syrup that I won't eat. Perhaps it'll make a good cooking syrup and I can find some good recipes calling for maple syrup. But in summation, if you're going to spend this much money on maple syrup, buy Coombs or Highlands, there's a reason they are the top purchased syrups on Amazon."
276886,B0017U08PO,A1HO853C6WT6YU,"\"TaRama \"\"TaRama\"\"\"",0,0,2,1311465600,Vegan,"Bought to send to my son who is in Dorm for summer college. He did not like and brought back them unused. I tried one and did not like it either. Not tasted good. Flavor is not good. Unless there are major changes to the taste and flavor of this food, I can not recommend this."
276900,B0029K32YU,A249E4RJEYTARB,s.huston,1,1,5,1333929600,The best morning coffee,"For anybody that like good rich coffee with breakfast every morning this is the product for you. Strong,rich and plenty of flavor with no harsh bitterness through the whole pot."
276913,B000P16ZS0,AUYOPY3KL27BT,C. A. DUMAS,2,2,5,1276300800,Old-fashioned treat,"I remember Chiclets from my childhood, many, many years ago.  They were a treat then and they are a treat now.  I love the combination of the candy shell melting away from the refreshing gum.  They are almost impossible to fnd in stores, but luckily Amazon and Penguin are there to fill the gap."
276959,B001THXOM4,A24YATZK2JF7IR,Mitzie,0,0,5,1329696000,Arizona Peach iced tea,I'm not a fruit fan but I love this stuff. Will order again. The flavor is so good. And to top it off it's sugar free.
277008,B000CE9I9S,AYI5J0MLUQ0UP,Kody,1,1,2,1335052800,healthy but not a chew at all,"I will start with the good: Made from USA grown sweet potato and healthy. Great website and cool product names.<br />As for everything else I would say save your money,buy organic sweet potato's and let your dogs chew on those. These chews didn't make it three minutes with any of my dogs. I can cut a sweet potato in half and they will have more fum and health benefits for a whole lot less money. To sum this up, if your dogs really wants chews these are the wrong product."
277086,B003TRDWEW,A13GZCHAMKWYBT,"\"Vikki Hallen \"\"lizardwitch\"\"\"",1,1,4,1316217600,Very Good Taste!,"This has major blue cheese taste.  Does not have big hunks of the cheese as I've noticed so far, so pours nicely.  Doesn't separate and is really versatile. I use it just as much on veggies, like potatoes, to meats, like beef and chicken.. and of course, wonderful salad. I also get it thru the Subscribe + Save option on Amaz so get free shipping and save money!"
277112,B000QUZ9L4,AOUCFSKZWEPZE,Michael Rhoadarmer,0,0,5,1265587200,Quick Service and Fresh Candy,The product was delivered quickly and was well packed.  The candy was fresh and tasted good.
277117,B00065KBSK,A2AACHVDWFHYOE,jesse,1,1,5,1280966400,Blueberry Pie,I order to make the best blueberry pie this blackberry jello is a must have
277127,B000YQFQF4,A2HKU4SOT0CWG9,"\"Susan C. Wolfe \"\"Nutty Librarian\"\"\"",0,0,5,1277510400,IJust love the syrup!,These syrups are so versitle that you can use them in desserts dishes and teas and coffees. Thanks so much!
277157,B000VK8AVK,A34TOR2YU15I7W,"\"Susan J. Henry \"\"cyclist\"\"\"",1,1,4,1277164800,Delicious!,BBQ Pop Chips are a delicious tasting healthier chip than many on the market.  They are light and full of flavor.  The 3 oz bags are a great size to have. I would recommend them to anyone.
277211,B000VK8AVK,A3KR0FZONNLRBC,Valery Van Wicklen,0,0,4,1349654400,Sour Cream Pop Chips,I've had these before and loved them!  This time I only like them!  Don't know why this is - maybe manufacturer changed recipe.  If so I wish they would go back to the original recipe as I liked them a lot more!
277215,B000VK8AVK,A36E68YOWHTIDN,Jessica,0,0,5,1348704000,Delicious and a little bit nutritious....,"Not greasy or salty like a traditional chip, these actually tend to be more satiating as a sweet snack than a salty one, at least in the sweet potato chip variety. A handful of these is a sufficient pick me up and relatively wholesome, with just around 100 calories. The sugars are low too so even though you feel like you are having something slightly sweet it's really not going to spike your sugars (I think around 3g per serving). Overall these are a great little snack that you can feel good about eating."
277236,B000VK8AVK,A3T0OTH5072YRE,"\"M. Reynard \"\"kairosdreaming\"\"\"",0,0,3,1337299200,Pop Chips Barbeque Potato Chips,"\"My local store was running a special on these, so I decided to give them a try.  They were ok, but I don't think I'd be getting them again if faced with the choice between these and another brand.  A good flavor was quickly followed up by a bad after-taste.<br /><br />The barbecue on this was the sweet smoky type of barbecue.  And it was good, a very addicting flavor.  The problem was the aftertaste that started a few seconds after the barbecue flavor melted away.  To me it tasted of straight rice flour, which is a very acquired taste and one that I've never been able to acquire.  It didn't help that these chips had the texture of Styrofoam either.  Between that and the rice flour taste I just couldn't enjoy them fully.<br /><br />The ingredients, however, are very good in this chip.  They're made of potato, use sunflower and safflower oils and the seasoning even has everything I can pronounce.  Although I am always suspicious when the designation \"\"spices\"\" is used without spelling out what those spices are.  And there was some rice flour in the mix which explains the aftertaste"
277240,B000VK8AVK,ASYVOZ7GO4RIS,A Cat and a Book,0,0,5,1336521600,Tasty,"I love Popchips. They are a lot different than regular potato chips, but they are quite good. Sea Salt and Vinegar and Chili Lime are my two favorite flavors, and I'd like to try Parmesan Garlic one day (they don't seem to be sold in my area for some reason). Popchips are lower in calories and fat than most regular potato chips, which makes them a healthier alternative when you're looking for something crunchy to snack on. I like to take them to movies (in those rare theatres that don't have 'no outside food' signs) to eat in lieu of butter-laden popcorn. If you're on the fence about buying these, I would recommend trying a small bag to see if you like them before buying one of these big multi-pack deals. I've seen them at a lot of grocery stores--that's where I buy mine. They really are quite different from regular potato chips, but they're tasty and definitely worth trying."
277251,B000VK8AVK,A2SD28L9WSYJ5I,"\"twg \"\"twg\"\"\"",0,0,1,1336435200,Naturally nasty,I don't care if they're natural and not fried. The taste is odd and the texture is like packing material.
277272,B000VK8AVK,A2NOW4U7W3F7RI,rpv,0,0,5,1330905600,Favorite!,These are our favorite chips now. No frying (bad) and No baking (no taste). Certainly the chips are tasty either alone or with Rice dishes. I did not even know they had sweet potato flavor until recently. Will be trying it soon. so many flavors and they were not even in the race few years ago. Health consciousness is definitely viral. Definitely recommend this brand.
277281,B000VK8AVK,A1HLJJ6MKZLR3Z,Rebekah,0,0,4,1329264000,"If you enjoy sweet potatoes, you'll enjoy these","I really enjoy sweet potato chips, sweet potato fries, baked sweet potatoes, etc., so I was eager to try these Popchips.  They did not disappoint!  The flavor of the sweet potato is just right, mixed with a bit of saltiness - very tasty!  Just the right amount of light crunch, more like popcorn.<br /><br />At 100 calories per bag, these fit right into my eating plan that allows two 100-150 calorie snacks per day.  That made me extra happy!  There are plenty in the bag, too, unlike the small servings usually found in low-calorie snack packs.<br /><br />I shared these with a friend who came over one afternoon, since she also professed a love of sweet potatoes.  She asked for some extra to take home, she really enjoyed them.<br /><br />All the good Vitamin A content that you would normally find in a sweet potato has completely vanished in the processing of these, however.  I don't expect much from chips, I guess, still a bit disappointing.<br /><br />The bags are very thick, for a chip bag.  My 9 & 12 yr. old kids had trouble opening these, and resorted to scissors.  I should also mention that they are not fans of sweet potatoes, and did not care for these either.  That's ok - more for me!"
277291,B000VK8AVK,A1V7889Z1SVIVY,"\"Adam Flath \"\"-adam flath\"\"\"",0,0,5,1329004800,Best chips ever?  Probably!,"\"SWEET POTATO<br />Pros:<br />- Amazing Taste<br />- Good packaging, almost no chips ever broken, all full shape.<br />- Great nutrition for such a tasty chip (hardly any salt)<br />- Perfect serving in the bag<br /><br />Cons:<br />- Hard to open the bag<br /><br />These chips are now my favorite brand, especially these sweet potato ones.  Since the order comes in a big \"\"retail box\"\" that comes with a count of 24"
277319,B000VK8AVK,AJ2FDNZ3COBFN,Cassie,0,0,2,1327968000,Not as good as I'd hoped,"\"I had been eying the Popchips brand for some time but I they seemed too expensive and I passed. So, when I got the opportunity to review them, I was so excited to try them out. Unfortunately they did not live up to any expectations that I had from the good things I heard about them. The bags are hard to open but once you finally open them, of course the bag is less than half full. In my case that was a good thing. The texture is strange and light but I could get used to that. The chili lime \"\"flavor\"\" is terrible! Mostly what I taste is lime and salt. I like lime"
277329,B000VK8AVK,APPJNVNF4BFLB,ConnieP,0,0,4,1327449600,Sweet Potato Popchips,"\"Decent tasting snack.  Definitely has a sweet potato flavor, so if you don't like that vegetable, you probably won't like the flavor of these.  One bag (0.8 oz or 23 g) contains 19 chips, has 100 calories, 3 g of fat, 95 mg of sodium, and 45 mg of potassium.  That isn't bad compared to many other snack foods.  For example, a comparable size bag of regular potato chips would have about 130 calories and 8 g of fat.  However, these Popchips don't taste like regular potato chips.  If you like the fatty, salty flavor of regular potato chips but are trying to cut back, I would recommend a reduced fat kettle chip variety instead.<br /><br />After reviewing the ingredients of these \"\"natural\"\" Popchips"
277389,B000VK8AVK,AHS0PKJQWMM73,Vtec26,0,0,5,1307059200,Great Snack,We really like this relatively healthy snack.  We actually use it primarily for our 1yr old son after comparing ingredients and nutrition info with specific for toddler snacks.  Popchips actually compare as well or better than many snacks for toddlers so we went with this.
277439,B000VK8AVK,A3KT5JU7RD4Q4O,Jin,0,0,3,1291766400,"Great chip, little salty for me.","I ordered this box of potato chips a few months ago. I love the popchips, it tastes great.<br />One thing I have problem is it's little too salty for me. Anyone who has less tolerance of salt should be careful."
277448,B000VK8AVK,A1BCJRK9AO9GAX,"\"T. Master \"\"rocket nerd\"\"\"",0,0,5,1289692800,Healthier alternative for chip fix,"\"In the last 8 years or so, there's been a potato chip Renaissance in the US.  I hadn't eaten potato chips in years, as the taste vs. unhealthy comparison always came up negative.  With the introduction of Kettle Chips brand and widespread availibity of them and Route 11, and competition from the big manfacturers, the chip bar has been raised.  However, they haven't gotten any healthier, so I try to keep them still as a \"\"sometimes\"\" snack.<br /><br />I'd seen Popchips in the store"
277454,B000VK8AVK,ABISMZFPXY5E7,"\"Cajun Thibodeaux \"\"+Sacre Couer\"\"\"",0,0,5,1288569600,Worth Every Penny,My husband is just crazy about these chips!  This is a great deal and they are so delicious!  They are also quite healthy as far as potato chips are concerned.  Enjoy!
277460,B000VK8AVK,A1N12WODE6NBRJ,Raghav Chadha,0,0,2,1287360000,Too much vinegar,"\"I bought these chips looking at its sale rank as one of the most sold chips on amazon.com. Unfortunately, I was highly disappointed. Way too much vinegar and they aren't like regular potato chips, some weird \"\"pops\"\".\""
277495,B000VK8AVK,AG956QOSJ4QU8,Shoppaholic,0,0,4,1281312000,"Warning: will cause bad breathe (but oh, so delicious)","These chips are very very good. The flavoring on them is the perfect bbq flavor. Unfortunately they leave you with terrible breath (maybe don't eat them before going in for a kiss or talking in someone's face!).<br /><br />They have an odd crisp that's unsettling at first, but if you give it a try, you get used to it, and will most likely enjoy it. You eat them expecting that crunch of a potato chip, but are greeted by something more airy. It's a pretty unique texture that's not much like what I've eaten before.<br /><br />They are not baked or fried, but popped. Which means less calories and fat. They also seem to have the ability to fill me up even though the bag is small (smaller than most I think). So that is a double win.<br /><br />I'd highly recommend trying these in store before investing in a big box of these unless you are adventurous (or generous enough to give away if they displease you)...but DO try them!"
277496,B000VK8AVK,A14OUJJJQZ3BG2,YzGals,0,0,5,1280880000,Sour Cream & Onion are the best!,"I just went to order a box from here and they say 3-6 weeks???????  Ok, now everyone knows how good they are.  We need faster production please :)  These are the best flavor by far.  Can't wait for the Jalapeno to come out.  YUM!!!"
277500,B000VK8AVK,ADUBPCAHDRCAR,K. Byrnes,0,0,5,1269216000,Pop Chips are the BEST,"Great Price, Fast Shipping and these are the best chips with better ingredients and less calories than most snack foods-- plus they taste like real chips!"
277506,B000VK8AVK,A2GSNLOLNOZWMM,Bud,0,0,4,1265760000,Excellent Snack,"If you are looking for a really good snack with relatively few calories, this is the one for you.  Tastes good, is relatively good for you when compared with other potato chip snacks and ordering them from Amazon makes them easy to keep on hand."
277508,B000VK8AVK,ACM6X1Q9R2K81,MedTech2009,0,0,5,1265414400,Amazing snack,Can't say enough about these chips.  They are only 3 Weight watchers points and are very satisfying.  Hard to believe they are healthy.  I like the portion control of single serve bags for myself and they are quick to pack in a lunch.  One of these bags is a lot more filling than a small bag of chips and taste even better.  I also bought the 3 ounce bags since my entire family loves these. Try these once and you will be hooked.
277513,B000VK8AVK,A2HWZ7WHTE0U2D,Dr.C,0,0,5,1264464000,The best!,These are some of the most delicious snacks that I have tasted!It is amazing that the serving size is comparable to regular chips but only 100 calories.
277544,B000VK8AVK,A14YWJUJEYIGLR,R. Rivera,0,0,5,1251504000,Delicious Low-Fat Potato Chip,"My husband loves pop chips, as a low-fat alternative to other potato chips.  They don't sell them at our regular grocery store, so we bought them on-line through Amazon.  The pop chips came on-time, packaged well, and it's cheaper to buy them in bulk like this!"
277593,B000VK8AVK,A2H5RIAZ70GNWN,Kathleen Patton,4,7,1,1289692800,My Pop Chips were rancid,I have ordered my Pop Chips from Amazon for months. The last boxful was nasty. My whole family agreed and we threw them out. They tasted old and rancid. I wrote this to Amazon and never heard a word back about it. I just cancelled my regular delivery.
277607,B000VK8AVK,A2YX27VE2XQHJQ,LuvOahu,0,1,5,1286323200,Greatest invention since sliced bread!!,"I discovered Popchips when I was on a trip to Vegas.  I doubted I could find them when I got home and I was almost right.  I found a couple of stores that had them but only one flavor and the price was exhorbitant.  I was thrilled to find them on Amazon.  They are low fat, low calorie, and still delicious.  The single serve bags are ideal for lunch or to throw in the car when on a short trip."
277614,B000VK8AVK,A39H72H8NPM0R,Valuegal,0,1,2,1281312000,Family loved them but this is MY review,"I have to be upfront and tell you my family loves these but I do not. I do not like baked Lays or Pringles either. This product reminded me of them, not the same but similar. My son wanted me to try them and then invest in the company. I am glad so many people like them but I will pass on eating them and it looks like it is a private company.... So no stock either."
277633,B000VK8AVK,A30ELDPP5TCQ8J,Bernard Farrell,0,2,5,1327536000,WAY better than I expected,"The label says they're popped, rather than fried or baked.  However they did it, these are great chips!  They're very nicely seasoned such that I don't think you'd be inclined to dip them, though they're certainly sturdy enough to.  The flavor is a nice balance sweet and salty with not too much of either. At 100 calories a bag, 3 grams of fat (no saturated, no trans fat), 16g carbohydrates and 230mg sodium per bag they're also great nutritionally.<br /><br />I'm not a big fan of sweet potatoes, but in this form they are terrific!  All five of us in this house from age 9 to 50-something are fans.<br /><br />I wish I was better at describing flavors but you'll just need to try them for yourself."
277640,B000VK8AVK,A2UQIQUOAB47OT,"\"DB \"\"Been around for a few years now\"\"\"",0,3,4,1327536000,Has a sort of mild salty Captain Crunch cereal kind of taste...,...or like salty Cheerios.  You can taste the sweet potato in the chip but the sweet potato flavor made it taste kind of like salty breakfast cereal.  I did like the chips but probably not enough to get them again.
277657,B000VK8AVK,A2IED2NKLD292T,Collette,1,1,5,1347148800,Sweet Potato Pop Chips,"Absolutely love these chips, have introduced them to many of my friends. First time I tried them was the large bag and I ate the whole thing."
277660,B000VK8AVK,A1HGHFGUN0ZH4H,Jer M,1,1,5,1344297600,Popchips Delicious,Not only were the chips delicious but they were delivered quickly and in perfect condition. Will order again. Wish they had an option where u could choose which flavors you want.
277680,B000VK8AVK,ATDE9JYCPI0L1,Alyssa A. Lappen,1,1,4,1327449600,Satisfies a sweet potato tooth,"Sweet potatoes are among my favorite vegetables, and I especially adore sweet potato chips. So an Amazon Vine offer of these chips seemed a sure bet.<br /><br />They taste a bit like sweet potatoes, yet ever so slightly sweeter --- with fewer calories and half the fat of a bag of real sweet potato chips (100 calories, 30% from fat, compared to 130 calories with half from fat in a regular bag of chips).<br /><br />But I agree with others. The taste is slightly strange --- and the ingredients tell why. The key ingredient isn't sweet potato, but RICE FLOUR! Sweet potato flakes (whatever those are) come second, then tapioca starch. Next comes oil (sunflower, safflower, or canola) then yellow corn flour. And finally there's cane syrup --- sugar --- which explains why the chips seem a tad sweeter than sweet potatoes.<br /><br />I like these Sweet Potato Popchips well enough, and will keep the box at the ready for brown bag lunches over the next several weeks.<br /><br />I may buy them again, too --- but only if no real sweet potato chips are available to satisfy my sweet potato tooth."
277727,B000FGZKWC,A3NR0AUIU60K0E,J.,0,0,5,1319587200,I love this tea,"Two Leaves and a Bud Earl Grey is my absolute favorite morning tea. Rich flavor, and perfect with a dab of raw honey."
277744,B000FQ0PS6,A2YL81R6ONKTYS,Scantillyclad,2,4,5,1224806400,Refreshing,"Squirt is the best citrus soda ever made.  I wish it were available were I currently reside.  Whenever I go home, I make certain to stock up."
277789,B002OMV09W,A36HJWHBQ0ICQI,B. Hayes,0,0,4,1345939200,HOT,"This did exactly what it was supposed to. My only complaint was that it was a little difficult getting the seedlings out without damaging the roots. I did accomplish it though, and the peppers were not only HOT, but also had great flavor. I still have some hot sauce I made with them."
277804,B002OMV09W,A1OGSEJ3AEUSLY,Pip,0,1,3,1323734400,Waiting to hurt myself,I bought this a last month sometime. I have one tiny little sprout growing in. At this rate it should be a year or so before I can make Death Tacos.
277806,B002OMV09W,A2QU5MH7VVSKCI,"\"Dustin S. Mace \"\"Mace\"\"\"",0,1,1,1305849600,What the heck,I have had peppers grow just fine in the past. I thought this product looked neat so I got it on Amazon. The pepper sprouted and grew OK. Once big enough I re potted them in great soil with enough water and heat. The three sprouts wilted and died in about a week. :(
277810,B002OMV09W,A1M29HH1K1P4OW,"\"Mark Breen \"\"jolokia\"\"\"",1,3,1,1311638400,Don't try growing the Bhut Jolokia in Northern New England,"I purchased this item on Amazon in May because I love eating super hot peppers, but the result has been a huge disappointment. For the cheap price it was maybe worth trying as an experiment...but never again. Not having a particularly green thumb, I should have listened to all the other negative reviews. I followed the instructions exactly and the seeds never sprouted at all. I read that this chili needs constantly warm temperatures, above 75 degrees F to grow. That may explain why I haven't seen anything yet. We had a cold, wet spring and a cooler than normal start to summer. If I try an experiment like this again, it will be with plants that have already sprouted."
277813,B002OMV09W,A3U6AAJ5TCCB2M,Terry,0,2,1,1319760000,ghost is right...because i havent seen it,I bought this novelty plant about 2 months ago and I've got to say it sucks. Don't waste your money. I've read a lot about growing these chilis and I am doing everything perfectly including keeping the seeds/soil warm. I live in Arizona so warm temperatures aren't a problem. After a month of trying to grow the plant I contacted the magic plant company. They sent me more seeds which looked like the flakes you put on pizza minus the seeds. I planted them anyway. Another month later...and still nothing. I wouldn't waste my time with this. Go on eBay and buy the whole live plant if you want to have a ghost chili plant.
277833,B0055ZB0KO,A3F4RFA6MTRQBU,"\"Renee Cooks \"\"S Desmond\"\"\"",0,0,5,1348617600,Organic sprout seed mix,"\"I must say I was very pleased with my results using this  organic sprout mix. I 'm new to sprouting & purchased a Kindle book that gave me a lot of resource's to help me get started called \"\"How to sprout raw food by Ruppenthal"
277839,B007GPARJG,AQG00L994Q6RF,Patrick Walsh,3,4,5,1330905600,Love it!!!,"This is great popcorn my two year old daughter loves it as well, it is the only kind she will eat!"
277845,B007KPWA8S,A1TFORXZCO9ERO,Wayne Wilkinson,5,5,3,1343347200,Samplers,"A good selection ,my only question is why must all samplers contain Decaf,hafcaf . I have a drawer full, and a bunch of tea which i will never use. I willnot buy more until i can find STRAIGHT COFFEE ONLY."
277860,B007KPWA8S,A33TE1ROXWDMJH,reedfamily,0,0,5,1340150400,Wow!!!,"What a great selection...  not a single duplicate!  There are bolds, flavors, decafs, Newman's, Donut Shop, W Puck, Tully's - everything you can imagine.  Some folks have mentioned quickly approaching use by dates, but my selection doesn't expire for 6 months...  They'll never last that long!  I'll order again."
277876,B008QS89UG,A2T851FFWWPN3M,Claude Blackburn,0,0,5,1350432000,A Heathier Alternative,"My wife swears by Alterna BBQ Sauce because it tastes great. I like it because it doesn't have added sugars, just 5g for a two tablespoon serving which I guess would come directly from tomatoes. Looks to me like a great product for everyone and even more so for those who are pre-diabetic or diabetic. Nice to see these products finally hitting the national market."
277897,B001E53WIW,A3QHRNRRKAL3Y,"\"J. Gregory \"\"busy mom of  5\"\"\"",0,0,4,1256169600,Great stuff!!,"I Love love love chai tea and have been looking for a way to have a good cup at home. Seeing how I live in the burbs and cant stop at the coffee shop every day, not to mention it can get a bit costly..So when I saw this at wal-mart last week I was very excited!! And at wal-mart it is priced under 4$ !!! It tasted AWESOME! All you have to do is add add milk no sugar or any other sweeteners. I used non-fat milk . Directions call for equal parts milk and concentrate but I used a bit more milk  ...but its all up to personal tastes .Give it a try I don't think you will be sorry."
277913,B000WFKI82,A2ZYC6NIMHW0HH,Arizona Cats,1,1,5,1295654400,cats love it,"Cats love it! And Wellness is a brand I trust. Cats only get canned food once a week as a treat, and this does not adversely affect kitty tummies or the litter box between premium dry food meals."
277951,B000WFKI82,A32P4GUDL2CHQN,"\"Jennifer Kerr \"\"me\"\"\"",0,0,5,1292803200,Best Cat food EVER!!!,"This stuff is great. The cats love it ( all flavors actually), and since eating it their coats are softer, shinier, with less dandruff."
277963,B000WFKI82,A3SF3XIFZQ3TZ1,Linda M. Williams,5,8,5,1276992000,ONE OF MY CATS FAVORITE FLAVORS OF WELLNESS,"I HAVE NINE CATS WHO EAT NOTHING BUT WELLNESS CANNED CAT FOOD. TURKEY IS ONE OF THEIR FAVORITE FLAVORS. I LIKE THIS BRAND OF CAT FOOD BECAUSE IT IS GRAIN FREE, PRESERVATIVE FREE, ETC. I FEEL LIKE I AM DOING SOMETHING GOOD FOR MY CATS BY FEEDING THEM WELLNESS."
277970,B000WFKI82,A1IWGJAZF2SSVQ,"\"Patricia J. Kale \"\"P J Kale\"\"\"",0,2,1,1336608000,Cat owner,"I bought this product because of the ingredients . No grain , thinking this would be healthier for my multiple cats . Unfortunetly , I cannot write a review because none of the cats would eat it . This is also true of the turkey and salmon flavor I purchased at the same time . Guess they just don't have a yen for a higher end cat food ! Sorry"
277993,B000WFKI82,A198DOHB5Y97TX,Kyle E. Wiebold,5,5,5,1175040000,GREAT CATFOOD,"\"Because of our cat's digestive problems, and due to multiple unsuccessful trials of other \"\"top\"\" brands of canned cat food"
277996,B000WFKI82,A8P8KPVXCWV9R,"\"Bryan J. Kautzman \"\"BK\"\"\"",4,4,5,1328659200,The best cat food on the planet,"I have a seven year old gray tabby named Buddy.  I got him when he was three.  He is a very large cat, as the vet has a target weight for him at 18 pounds.  Unfortunately, he has been over 20 pounds since I got him.  While he is not fat, he is definitely in need of shedding a couple of pounds.<br /><br />I had always fed him dry cat food.  He was regularly eating Hill's Science Diet when I got him, and I was reluctant to change.  I thought that some of his minor health problems were just a part of having a cat around.  He tended to cough up massive hairballs, he would vomit stomach bile if he wasn't fed for more than a few hours, and his shedding was ridiculously constant.<br /><br />About six months ago, my vet recommended that I switch to canned food in an effor to keep his weight under control.  I quickly went out and bought a bunch of Hills Science Diet canned food, and he didn't like it very much. So I started to do a bit of research on what was the best food available for cats, and I was amazed at what I found.<br /><br />My research led me to Wellness, and I haven't looked back.  My cat has been eating mostly Wellness now for about three months.  No more hairballs.  No more stomach bile.  His shedding has been reduced drastically.  I have also noticed that his litter box doesn't smell nearly as bad, which I assume is the result of him not being chornically dehydrated from the dry food.  I've also noticed that he doesn't strain as hard to pass stool, which I'm sure he'd appreciate if he understood why.  But the most obvious change is my lethargic and overweight cat now jumps and runs around the house like he's lost three years in age, and he has indeed lost three pounds.  He was at the vet's target weight within a month of starting to eat Wellness, and he has maintained that weight for the past two months.<br /><br />The most important question, though, is how does he feel about it?  He loves it.  When I was feeding him Hill's, I would have to clean his bowl every time I fed him because he would leave pieces stuck to the side that would dry out like oatmeal.  With Wellness, he licks his bowl completely clean purring very loudly while he does it.  His favorite flavor is the chicken and salmon, but I can't stand the smell of the seafood.  So he gets his second favorite, chicken and beef.  He's not a big fan of the poultry only flavors, but he still likes them better than the Hill's he used to have to eat.<br /><br />A few days ago, I actually ran out of Wellness, and I fed him a can of Hill's to get by for the night until I could go buy more.  At 5:00 AM, I would up to the sound of my cat puking up stomach bile.<br /><br />From now on, it's Wellness or nothing."
278078,B003O7T87C,A1QO8DMVQAELFV,CC from DC,1,1,5,1343001600,DoMatcha Green Tea,"I've tried many varieties of green teas -- including various matcha teas -- and this is the best that I've found. Some people drink it for its health benefits. I drink it for the taste -- no added sweetener needed. Its very smooth, pleasant taste blends well with instant ginger cystals (I use the brand from Prince of Peace)."
278106,B0054GGT8W,A1CHF9VHRDTTO5,Steve,1,1,5,1341705600,REAL BEEF JERKY,"Received this jerky a couple of days ago, its the best beef jerky that I have tasted in years.  This jerky has the flavor, the perfect texture, and is<br />of the highest quality. This jerky is american made.  I have ordered a couple of other brands of jerky, you can read my reviews on those.  I am<br />going to order several more packages soon. By the way, it will arrived in two days.  If you like old-time jerky, order some...............<br /><br />ADDITION: Have ordered more of this jerky since I wrote this review, it arrived quickly, taste the same, looked the same and is very fine,<br />REAL BEEF JERKY......................"
278139,B00579IPR4,A3MUHNV7JMLKKK,Caroline,0,0,5,1320105600,DELICIOUS!!!,"These are so tasty! I had tasted dilly beans for the first time at a craft fair about a week before I ordered these.  I didn't buy them then, but I found myself regretting that very much. I found these and I had to have them. They're even yummier than the ones I first tasted! If I could, I'd give these much more than five stars.  I just ordered another two jars--they're just that good!"
